"","ATM.dist.mean_Nucleus","TVC.dist.min_Nucleus","TVC.dist.max_Nucleus","TVC.dist.mean_Nucleus","TVC.dist.sd_Nucleus","TVC.ATM.dist.min_Nucleus","TVC.ATM.dist.max_Nucleus","TVC.ATM.dist.mean_Nucleus","TVC.ATM.dist.sd_Nucleus","TVC.cosine.min_Nucleus","TVC.cosine.max_Nucleus","TVC.cosine.sd_Nucleus","ATM.Nucleus.Dist.to.Cell.Membrane.min","ATM.Nucleus.Dist.to.Cell.Membrane.max","ATM.Nucleus.Dist.to.Cell.Membrane.mean","ATM.Nucleus.Dist.to.Cell.Membrane.SD","TVC.Nucleus.Dist.to.Cell.Membrane.min","TVC.Nucleus.Dist.to.Cell.Membrane.max","TVC.Nucleus.Dist.to.Cell.Membrane.mean","TVC.Nucleus.Dist.to.Cell.Membrane.SD","ATM.dist.mean_Cell","TVC.dist.min_Cell","TVC.dist.max_Cell","TVC.dist.mean_Cell","TVC.dist.sd_Cell","TVC.ATM.dist.min_Cell","TVC.ATM.dist.max_Cell","TVC.ATM.dist.mean_Cell","TVC.ATM.dist.sd_Cell","TVC.cosine.min_Cell","TVC.cosine.max_Cell","TVC.cosine.sd_Cell","ATM.Cell.Ellipticity..oblate..min","ATM.Cell.Ellipticity..oblate..max","ATM.Cell.Ellipticity..oblate..mean","ATM.Cell.Ellipticity..oblate..SD","ATM.Cell.Ellipticity..prolate..min","ATM.Cell.Ellipticity..prolate..max","ATM.Cell.Ellipticity..prolate..mean","ATM.Cell.Ellipticity..prolate..SD","ATM.Cell.Nucleus.to.Cytoplasm.Volume.Ratio.min","ATM.Cell.Nucleus.to.Cytoplasm.Volume.Ratio.max","ATM.Cell.Nucleus.to.Cytoplasm.Volume.Ratio.mean","ATM.Cell.Nucleus.to.Cytoplasm.Volume.Ratio.SD","ATM.Cell.Sphericity.min","ATM.Cell.Sphericity.max","ATM.Cell.Sphericity.mean","ATM.Cell.Sphericity.SD","ATM.Cell.Volume.frac.min","ATM.Cell.Volume.frac.max","ATM.Cell.Volume.frac.mean","ATM.Cell.Volume.frac.SD","ATM.Nucleus.Ellipticity..oblate..min","ATM.Nucleus.Ellipticity..oblate..max","ATM.Nucleus.Ellipticity..oblate..mean","ATM.Nucleus.Ellipticity..oblate..SD","ATM.Nucleus.Ellipticity..prolate..min","ATM.Nucleus.Ellipticity..prolate..max","ATM.Nucleus.Ellipticity..prolate..mean","ATM.Nucleus.Ellipticity..prolate..SD","ATM.Nucleus.Sphericity.min","ATM.Nucleus.Sphericity.max","ATM.Nucleus.Sphericity.mean","ATM.Nucleus.Sphericity.SD","ATM.Nucleus.Volume.frac.min","ATM.Nucleus.Volume.frac.max","ATM.Nucleus.Volume.frac.mean","ATM.Nucleus.Volume.frac.SD","TVC.Cell.Ellipticity..oblate..min","TVC.Cell.Ellipticity..oblate..max","TVC.Cell.Ellipticity..oblate..mean","TVC.Cell.Ellipticity..oblate..SD","TVC.Cell.Ellipticity..prolate..min","TVC.Cell.Ellipticity..prolate..max","TVC.Cell.Ellipticity..prolate..mean","TVC.Cell.Ellipticity..prolate..SD","TVC.Cell.Nucleus.to.Cytoplasm.Volume.Ratio.min","TVC.Cell.Nucleus.to.Cytoplasm.Volume.Ratio.max","TVC.Cell.Nucleus.to.Cytoplasm.Volume.Ratio.mean","TVC.Cell.Nucleus.to.Cytoplasm.Volume.Ratio.SD","TVC.Cell.Sphericity.min","TVC.Cell.Sphericity.max","TVC.Cell.Sphericity.mean","TVC.Cell.Sphericity.SD","TVC.Cell.Volume.frac.min","TVC.Cell.Volume.frac.max","TVC.Cell.Volume.frac.mean","TVC.Cell.Volume.frac.SD","TVC.Nucleus.Ellipticity..oblate..min","TVC.Nucleus.Ellipticity..oblate..max","TVC.Nucleus.Ellipticity..oblate..mean","TVC.Nucleus.Ellipticity..oblate..SD","TVC.Nucleus.Ellipticity..prolate..min","TVC.Nucleus.Ellipticity..prolate..max","TVC.Nucleus.Ellipticity..prolate..mean","TVC.Nucleus.Ellipticity..prolate..SD","TVC.Nucleus.Sphericity.min","TVC.Nucleus.Sphericity.max","TVC.Nucleus.Sphericity.mean","TVC.Nucleus.Sphericity.SD","TVC.Nucleus.Volume.frac.min","TVC.Nucleus.Volume.frac.max","TVC.Nucleus.Volume.frac.mean","TVC.Nucleus.Volume.frac.SD","nATM","nTVC","ATMgroup.Ellipticity..oblate.","ATMgroup.Ellipticity..prolate.","ATMgroup.Sphericity","TVCgroup.Ellipticity..oblate.","TVCgroup.Ellipticity..prolate.","TVCgroup.Sphericity","TVC.Volume","ATM.Volume","Threshold.nuclei","Threshold.membrane","surface.dist"
"Tol.slide1_image20.2020_11_05",0,0.117374112538088,0.278663288677099,0.177441107919154,0.0577324382673023,0.726237203052324,1,0.893033015039878,0.110069399486056,-0.995644913764144,0.999175539071961,0.524146164057654,0.0514041942007679,0.0514041942007679,0.0514041942007679,0,0.0257645014779058,0.0583128520229154,0.0405873210580243,0.0116074083259906,0,0.144285158292571,0.299066307908391,0.196132822591602,0.0590341947092371,0.711769094770811,1,0.879802922720747,0.119995759834088,-0.951107375252363,0.988835636402783,0.504143219251204,0.235773,0.235773,0.235773,0,0.425039,0.425039,0.425039,0,0.0957001,0.0957001,0.0957001,0,0.457474,0.457474,0.457474,0,0.332208815149992,0.332208815149992,0.332208815149992,0,0.479784,0.479784,0.479784,0,0.381445,0.381445,0.381445,0,0.627337,0.627337,0.627337,0,0.323140684975533,0.323140684975533,0.323140684975533,0,0.155899,0.416954,0.3122856,0.0988147209190007,0.280446,0.595158,0.351975,0.136094313014909,0.057591,0.158532,0.10207628,0.0373104591377137,0.258689,0.510384,0.366129,0.111119146588246,0.0942902631137925,0.193206804089157,0.133558236970002,0.0368697327649137,0.325162,0.527943,0.4150396,0.0803196713034858,0.286239,0.588259,0.4450698,0.123713328924979,0.594543,0.641472,0.6232032,0.0189269244384818,0.0828146924344064,0.195180437759919,0.135371863004893,0.0545569047257416,1,5,0.229309,0.423758,0.724842,0.521742,0.337516,0.463863,0.666903110306036,0.333096889693963,80.3,47.3,27.3
"Tol.slide1_image21_right.2020_11_05",0,0.0812530243159984,0.272520391833574,0.16786832645346,0.0534370947956388,0.746173597343288,1,0.879710375817414,0.0932129871628305,-0.875369425127545,0.980644807934994,0.501894871275539,0.0454856077616533,0.0454856077616533,0.0454856077616533,0,0.0325105575437502,0.0595609569824097,0.044105929177099,0.0123719782442738,0,0.118751782211765,0.278592157583776,0.19237376949788,0.0541313220593223,0.75633618191824,1,0.891668104191779,0.0936603525082906,-0.791911659504108,0.957521867200872,0.45690545438735,0.0927251,0.0927251,0.0927251,0,0.50722,0.50722,0.50722,0,0.0875383,0.0875383,0.0875383,0,0.428618,0.428618,0.428618,0,0.375811118338908,0.375811118338908,0.375811118338908,0,0.677804,0.677804,0.677804,0,0.191448,0.191448,0.191448,0,0.588737,0.588737,0.588737,0,0.29598320375632,0.29598320375632,0.29598320375632,0,0.260422,0.430006,0.360564,0.0704954940865017,0.308577,0.566225,0.4519624,0.107045738592435,0.0840738,0.20248,0.15210816,0.0464091830097019,0.434023,0.566131,0.5009886,0.0520990951773637,0.0507572999777111,0.216447282460979,0.124837776332218,0.0694570696033614,0.337312,0.779839,0.446525,0.187531021325806,0.146521,0.56385,0.4431308,0.169782082360595,0.570075,0.641267,0.6196962,0.0288202347093149,0.083627080729715,0.199624258566987,0.140803359248736,0.0438868420588344,1,5,0.0895724,0.50441,0.635379,0.667589,0.211681,0.756464,0.624637582302132,0.375362417697868,75,37.5,24.2
"Tol.slide1_image23.2020_11_05",0,0.11840616341868,0.330722696383809,0.23772025930498,0.0711209420287674,0.679633934252841,1,0.828781324151136,0.122194872751943,-0.816907132359825,0.962877590280526,0.455871492860001,0.0631705857214812,0.0631705857214812,0.0631705857214812,0,0.0462527188816439,0.0738622805302409,0.0614008985531501,0.0105100270854864,0,0.128358085544077,0.353996147118146,0.251324643509394,0.0736095025540945,0.673028683126126,1,0.829887545127766,0.121919105866867,-0.786027693723255,0.949713227161966,0.446699929507224,0.155059,0.155059,0.155059,0,0.61653,0.61653,0.61653,0,0.106951,0.106951,0.106951,0,0.440954,0.440954,0.440954,0,0.285029117813125,0.285029117813125,0.285029117813125,0,0.443982,0.443982,0.443982,0,0.384105,0.384105,0.384105,0,0.653913,0.653913,0.653913,0,0.220625513839408,0.220625513839408,0.220625513839408,0,0.296068,0.572518,0.370560666666667,0.102429578500874,0.242635,0.582786,0.475003833333333,0.127254224689661,0.121919,0.212145,0.170717166666667,0.034772923106444,0.47015,0.5464,0.504192833333333,0.026113423662298,0.0586561122855647,0.209171285265878,0.119161813697812,0.0619352948137607,0.338268,0.465554,0.394084,0.0489421500018134,0.397595,0.566916,0.481784333333333,0.0603168637668328,0.615116,0.63286,0.623586333333333,0.0072789344733049,0.0716877801253547,0.182104686215401,0.129895747693432,0.0490893071402565,1,6,0.149295,0.621645,0.695865,0.746822,0.163987,0.749797,0.715727873886558,0.284272126113442,82.9,31.4,31.1
"Tol.slide1_image24_right.2020_11_04",0.246230472620627,0.146757310107482,0.146757310107482,0.146757310107482,0,0.715786068544427,1,0.857414110471665,0.116034151232717,0,0,0,0.059520453123567,0.0818965694094103,0.0707085112664886,0.0158223035623386,0.0618399664505399,0.0694315304351537,0.0656357484428468,0.00536804637333204,0.288771932170465,0.146624442406235,0.146624442406235,0.146624442406235,0,0.678316873008199,1,0.837193790228126,0.132691459398034,0,0,0,0.395483,0.453334,0.4244085,0.040906834398423,0.377745,0.37849,0.3781175,0.000526794551983975,0.0899235,0.113415,0.10166925,0.0166109989502438,0.445302,0.501077,0.4731895,0.0394388807206797,0.266812896129818,0.319360784748202,0.29308684043901,0.0371569683790948,0.224735,0.371969,0.298352,0.10411015982122,0.386727,0.405535,0.396131,0.0132992643405566,0.651288,0.657254,0.654271,0.00421859905655896,0.263169150640382,0.271454732890167,0.267311941765275,0.00585879139490126,0.28944,0.371183,0.3303115,0.057801029614532,0.516257,0.519195,0.517726,0.00207747972312607,0.112056,0.149168,0.130612,0.0262421468633951,0.496715,0.52139,0.5090525,0.0174478598257781,0.16855002637756,0.24527629274442,0.20691315956099,0.054253663243132,0.359622,0.466267,0.4129445,0.0754094026796394,0.363394,0.472149,0.4177715,0.076901397987943,0.638066,0.646819,0.6424425,0.00618930565572586,0.218522413099144,0.246853703370307,0.232688058234725,0.0200332474705041,2,2,0.280657,0.507393,0.701917,0.556565,0.278827,0.833558,0.413808812589743,0.586191187410257,65.2,24.9,30.8
"Tol.slide1_image26.2020_11_05",0,0.30345942627173,1,0.635202537276136,0.230590319362105,0,0,0,0,-0.906754105032519,0.979601357756726,0.583881208380499,0,0,0,0,0.118361079278177,0.179494305495231,0.153840023346436,0.0231007840982777,0,0.376829393811216,1,0.654883546936224,0.202336003443922,0,0,0,0,-0.740082943564121,0.956406599245872,0.498015631518519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.238515,0.585341,0.3547674,0.137943635368943,0.277095,0.608124,0.4304538,0.123903767945935,0.0920576,0.252257,0.13388432,0.0666865434635204,0.417071,0.54443,0.4857486,0.0503231539085141,0.116608507879497,0.364987293296188,0.2,0.0954060352997195,0.295836,0.427839,0.3551124,0.0537217503744992,0.371005,0.604143,0.4708718,0.0961744954377199,0.612265,0.653302,0.6347942,0.0175042295374575,0.107351052828945,0.31572747279387,0.2,0.0911841485707911,0,5,0,0,0,0.504391,0.351594,0.747583,1,0,76,35.4,0
"Tol.slide1_image27.2020_11_05",0,0.210897817218062,1,0.501979004357778,0.244628240619031,0,0,0,0,-0.859394242622628,0.981953746578079,0.702391633705173,0,0,0,0,0.0758264157424907,0.122501062178709,0.104114729251163,0.0219632880372829,0,0.271048185169839,1,0.522011434526312,0.237249966098353,0,0,0,0,-0.881212512584219,0.98636405190867,0.651367420080259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27979,0.486595,0.378563,0.0740513029156138,0.311486,0.673977,0.4624658,0.139460196494197,0.0850562,0.148675,0.10296672,0.0266953370822884,0.456792,0.578118,0.5111376,0.0517444246349305,0.0622494643486751,0.311495032229485,0.2,0.108971916273464,0.310806,0.565234,0.4447084,0.0931579383482696,0.238964,0.605333,0.4095618,0.134839539646945,0.555657,0.644525,0.6118372,0.0399264843956991,0.0920629914101996,0.333609720185859,0.2,0.102737514190792,0,5,0,0,0,0.240268,0.465218,0.634805,1,0,68.3,32.7,0
"Tol.slide1_image31_left.2020_11_05",0,0.2809952516855,1,0.577406838207196,0.21264846911806,0,0,0,0,-0.960403349008769,0.992690640288986,0.51295319316628,0,0,0,0,0.0875634005181865,0.151863068749409,0.124594150066879,0.0216815631848028,0,0.395173532787625,1,0.609394082426225,0.185849904576334,0,0,0,0,-0.966903644483954,0.992741740984117,0.453452936258547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.316352,0.629317,0.422442428571429,0.130918549528396,0.206836,0.569669,0.360537142857143,0.141443336512575,0.0580427,0.269261,0.133144842857143,0.0674944334906679,0.382894,0.547952,0.460150571428571,0.061811609222047,0.0681584767289742,0.222463378280211,0.142857142857143,0.0503127890313755,0.296977,0.443908,0.342226714285714,0.0499023713722247,0.421412,0.640512,0.562464,0.0726474807523748,0.597392,0.634288,0.612393714285714,0.0119474487194866,0.080239309610582,0.208205862922916,0.142857142857143,0.0493383048794715,0,7,0,0,0,0.70203,0.189752,0.808421,1,0,75.1,32.5,0
"Tol.slide1_image31.2020_11_04",0.42669427637286,0.097339675603699,0.207868943480243,0.135061200226936,0.0390234209964415,0.578850554251425,1,0.784369102010019,0.141270649769274,-0.526077875435552,0.905533402994003,0.480756782708441,0.0718414948415434,0.0735359955190823,0.0726887451803128,0.00119819291981299,0.026594381438802,0.0512316454522389,0.0416285290263001,0.0109667157071495,0.45032148242342,0.121048308308851,0.22622546246782,0.14933088632093,0.038416908058256,0.539814843532202,1,0.775889108707874,0.1546978856646,-0.453010976546876,0.878889813178181,0.452232155735931,0.117824,0.279897,0.1988605,0.114602917347247,0.637008,0.69824,0.667624,0.0432975624256146,0.0650415,0.0652108,0.06512615,0.000119713178054881,0.431738,0.524484,0.478111,0.0655813255279275,0.327034726880543,0.380563982249989,0.353799354565266,0.0378508994636011,0.351916,0.507429,0.4296725,0.109964296862664,0.331313,0.510343,0.420828,0.126593327035828,0.630137,0.646715,0.638426,0.0117224162185106,0.290277436527987,0.336966321916265,0.313621879222126,0.0330140274640931,0.325774,0.573492,0.4478775,0.10378124922965,0.194487,0.38186,0.289129,0.081209645457503,0.0768509,0.140952,0.10278425,0.0271337513649821,0.459652,0.538781,0.50606525,0.0343026078442538,0.0447521439401777,0.10200397732561,0.073100322717367,0.0311071511731548,0.323289,0.446357,0.39558925,0.0554431367220807,0.410515,0.577416,0.4799955,0.0764336158179109,0.598984,0.630736,0.61899225,0.0143756359250643,0.0600733443620487,0.126976821955782,0.093189060388937,0.0292162703979165,2,4,0.0658746,0.85921,0.659295,0.475236,0.385545,0.763906,0.291397905179493,0.708602094820507,88.3,17.2,24.5
"Tol.slide1_image32.2020_11_04",0.123618129190373,0.1448019635329,0.283859125925686,0.178804375346594,0.0541051471940905,0.480833511847676,1,0.7308522160222,0.148622688397879,-0.779430159727934,0.947557924401756,0.528918825326537,0.0357275089598796,0.0684217793957281,0.0483901483155012,0.0175486569033381,0.0427462500962957,0.0663608143296249,0.0532488953305531,0.00994338074774824,0.16024986539035,0.153089590148127,0.29928530529963,0.188545051124512,0.0559222170205091,0.396706382190512,1,0.714251048217289,0.179006006583968,-0.697054893937258,0.930312856761543,0.52164095090058,0.235644,0.305549,0.272376,0.0350881335639273,0.604925,0.680131,0.642092666666667,0.0376105590803079,0.0438988,0.0791275,0.0586571333333333,0.0182957869336996,0.434114,0.470767,0.454594333333333,0.0187023420012931,0.129191468798863,0.324032889487762,0.198561776940983,0.108863538410041,0.253365,0.338179,0.304564,0.0450583115640167,0.502971,0.728388,0.608615666666667,0.113370627573165,0.634361,0.651663,0.640552,0.00964337083182019,0.0791762972501908,0.314014145308657,0.159681428897476,0.133697748388803,0.288851,0.49055,0.376226,0.0841766589065322,0.234332,0.504252,0.3536295,0.116740601359024,0.0690899,0.186826,0.13218195,0.0597944171184624,0.484677,0.523724,0.5124435,0.0186850091517237,0.053484608395499,0.148539768912496,0.101078667294263,0.0506337348976637,0.29476,0.446473,0.37536375,0.0802270679109198,0.346746,0.603604,0.48496375,0.131944332186911,0.64137,0.650202,0.6442415,0.00412129595313575,0.107600927616778,0.158934087914102,0.130238928326893,0.0212483043156384,3,4,0.307604,0.318412,0.614446,0.361751,0.50827,0.734538,0.404092181626726,0.595907818373274,82.5,20.2,5.63
"Tol.slide1_image39.2020_11_05",0,0.0928748391790221,0.473581642718934,0.242394172279303,0.103594390908612,0.555432629243806,1,0.789409523207219,0.165746482897737,-0.951774474046932,0.995004198334566,0.65545908851449,0.0563336772167416,0.0563336772167416,0.0563336772167416,0,0.0404016676273015,0.0719219914012207,0.0560841191951852,0.0135817275222125,0,0.134814443213033,0.558883565273129,0.282003775069985,0.119928048073386,0.48778679267572,1,0.767881830862865,0.189714829093186,-0.982131390992196,0.99697304035476,0.641038743382497,0.173989,0.173989,0.173989,0,0.742215,0.742215,0.742215,0,0.079225,0.079225,0.079225,0,0.406017,0.406017,0.406017,0,0.339527597176833,0.339527597176833,0.339527597176833,0,0.285349,0.285349,0.285349,0,0.585662,0.585662,0.585662,0,0.596202,0.596202,0.596202,0,0.198541756203998,0.198541756203998,0.198541756203998,0,0.282753,0.637484,0.449640333333333,0.142133518264576,0.172992,0.441842,0.303808333333333,0.120190788123993,0.119731,0.228499,0.191087833333333,0.0387386362404082,0.458102,0.531932,0.490189166666667,0.0305427678799199,0.0565745011378105,0.191267009336634,0.110078733803861,0.0455137112945238,0.297265,0.461957,0.369631833333333,0.0616475396051348,0.2902,0.63855,0.465071333333333,0.116982769882862,0.584135,0.66053,0.62337,0.031008647310065,0.0769340814897409,0.168428961707576,0.133576373966,0.036351804440501,1,6,0.172819,0.73574,0.630252,0.248673,0.656081,0.711268,0.659952287389763,0.340047712610237,63.6,32.4,0
"Tol.slide1_image4.2020_11_04",0.259482245768118,0.126356739015626,0.393284160016972,0.302418028809517,0.152499912477134,0.719626323846429,1,0.908955011231207,0.119064036763124,0.11778438039428,0.947737984581608,0.456038552230705,0.0782700388385783,0.0891571716594817,0.08371360524903,0.0076983654453394,0.0516541507708904,0.111331780942169,0.075430670313317,0.0316324069187713,0.28891988095788,0.174016082569478,0.424471945053193,0.334013913009902,0.138956368813922,0.703479260468872,1,0.900903843503122,0.119726558794408,0.0922804778950277,0.912888186514997,0.423311090796014,0.431759,0.434557,0.433158,0.00197848477375998,0.210907,0.396738,0.3038225,0.131402360254677,0.0962454,0.135709,0.1159772,0.0279049791700334,0.566898,0.585117,0.5760075,0.0128827784464377,0.239365888936635,0.286140404760292,0.262753146848464,0.0330745773256253,0.288305,0.33824,0.3132725,0.0353093771185503,0.487685,0.549922,0.5188035,0.0440082047407072,0.658913,0.660302,0.6596075,0.000982171319068096,0.221704179462913,0.252421155795624,0.237062667629269,0.0217201822624067,0.279293,0.548815,0.376032666666667,0.149991308035944,0.304198,0.531747,0.445244333333333,0.12319048473942,0.113357,0.238019,0.166976,0.0641315085819755,0.516405,0.597809,0.554569333333333,0.0409386377439862,0.0542207481464106,0.225368121695802,0.158164568767691,0.0912975427973723,0.225662,0.463744,0.359747666666667,0.12185969664468,0.200528,0.304459,0.245944333333333,0.0531891712882738,0.639339,0.658501,0.647461,0.00990866307833707,0.0919968129397638,0.258748891823245,0.175291554913821,0.0833761583477283,2,3,0.327596,0.522111,0.799364,0.274662,0.53876,0.696951,0.473802835638377,0.526197164361623,88.8,32.5,20.7
"Tol.slide1_image40.2020_11_05",0,0.252234710052578,1,0.561410726262382,0.204676404741636,0,0,0,0,-0.990844344043555,0.999283487840157,0.52852004350233,0,0,0,0,0.104894154081851,0.188535875967936,0.143390788826671,0.0303407583341914,0,0.264092840591166,1,0.579000299381984,0.19472549552628,0,0,0,0,-0.946881749847812,0.99504376441086,0.496150932609571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.278062,0.691805,0.425471,0.129776399150891,0.198743,0.465761,0.34094225,0.0819657710471703,0.118599,0.198606,0.1602195,0.0287722088034369,0.432058,0.517905,0.477379875,0.0309088693116555,0.0617689842237125,0.215195969116432,0.125,0.0586160802780388,0.276903,0.47662,0.3367,0.0647321505502261,0.375614,0.641621,0.537354,0.0874984654869526,0.600374,0.646357,0.625712625,0.0155792065169067,0.0657596483003343,0.180049516298616,0.125,0.0428360512549176,0,8,0,0,0,0.559407,0.298838,0.80517,1,0,71.6,47.6,0
"Tol.slide1_image48_left.2020_11_04",0.159153157954538,0.0892542244498601,0.171276562006024,0.129444488402592,0.0351412495601121,0.641913639540039,1,0.817410779305307,0.118444549288096,-0.344753736712994,0.864906181435893,0.408069062014321,0.0520000285500943,0.0660519141654592,0.0571910178580264,0.00771135755723745,0.0410218734620134,0.0470398649621187,0.0434086755246192,0.00256258621122945,0.172707001558479,0.0926843351858895,0.178781451224312,0.135665256399482,0.0330383609488333,0.602528869733673,1,0.779924006355398,0.133063860212419,-0.285403964437336,0.86783073270762,0.377784001421881,0.148378,0.417051,0.270642666666667,0.135953972771425,0.275323,0.754659,0.491407,0.243124176897321,0.0768541,0.132931,0.111404033333333,0.0302217293350882,0.434525,0.529493,0.494988333333333,0.0525368398110634,0.136299053537769,0.275503144931486,0.198780292769406,0.0706863665732863,0.304338,0.584323,0.415235,0.148786909427543,0.25631,0.539861,0.444827333333333,0.163262639174838,0.635449,0.66794,0.648628333333333,0.0170915301928567,0.111542199415625,0.273771815139937,0.171016979378038,0.0893559425948792,0.306383,0.517177,0.373335,0.0981558830262693,0.170012,0.337899,0.2716695,0.078919872218599,0.141691,0.219843,0.171459,0.0354886274741642,0.467188,0.517897,0.49189625,0.0249607555090653,0.066942433452879,0.13928856624645,0.100914780422945,0.0387644015525821,0.286249,0.420537,0.34172725,0.0652268679526824,0.451409,0.550414,0.51511025,0.0446839531627406,0.619144,0.649036,0.6338645,0.0148126500104921,0.0745568910992013,0.163812430158313,0.121737265466471,0.0407731635480913,3,4,0.121498,0.616712,0.683621,0.505504,0.348162,0.788394,0.403462519203424,0.596537480796576,76.3,17.6,35.5
"Tol.slide1_image48_right.2020_11_04",0.182203380151344,0.0850021105871746,0.215699237955012,0.138291796902932,0.0450920033379064,0.676421072629056,1,0.839222096005637,0.102514507226466,-0.537231554817841,0.941347687920783,0.522771390414275,0.0527174550316167,0.070772561476393,0.061126453332544,0.00909090467201373,0.0350682026567767,0.0594244697993673,0.0450484518460861,0.0106673927490576,0.213433285252075,0.103047771684309,0.247364574378465,0.151890542151884,0.0527054754206876,0.625448685786573,1,0.81185710934129,0.123052016109843,-0.62650069990124,0.944151522013227,0.546159553205995,0.279475,0.431075,0.351894333333333,0.0760258293038184,0.247205,0.67088,0.490780333333333,0.218853824733161,0.0778136,0.173006,0.137412533333333,0.051938377687923,0.503298,0.529853,0.514976,0.0135634511463713,0.115698622835468,0.252216171903867,0.19631757599045,0.0715372794249514,0.336581,0.407043,0.370496666666667,0.0353045842113079,0.390141,0.500514,0.463012333333333,0.0631174284356812,0.649207,0.65833,0.655225,0.00521262496253088,0.12708341262868,0.296240623269463,0.183793478643507,0.0973832990148715,0.280104,0.532281,0.42060225,0.106875309210859,0.218947,0.362976,0.2785925,0.0665881087407254,0.0594869,0.332509,0.205816225,0.112055816378279,0.543117,0.562221,0.5485245,0.00919844061059627,0.0460161749061762,0.174768043018915,0.102761818007163,0.0584333421270468,0.353025,0.516325,0.41988175,0.0688401292918358,0.33589,0.468918,0.4176515,0.060025559741941,0.589335,0.641163,0.61820025,0.0245365741343408,0.0656436807550597,0.174095054704407,0.11215489101737,0.0500061560053932,3,4,0.136764,0.787579,0.75997,0.290114,0.632299,0.790855,0.410972531139918,0.589027468860082,76.3,30,30.8
"Tol.slide1_image5_left.2020_11_04",0.199553842028722,0.101798533908436,0.17157297404718,0.136229550226331,0.0298535786924403,0.619271377430134,1,0.805742180188061,0.120259596609889,-0.109795892419255,0.80677744677872,0.356107709107875,0.0431497913574178,0.0588584177573922,0.0534144124939695,0.00889488554680106,0.027310959606098,0.0600023902999088,0.0402051312214882,0.015533403941708,0.258318902422328,0.105597993075058,0.193669021028956,0.147902155879322,0.0347115349804011,0.555798264638533,1,0.773728664644629,0.141173408963642,-0.215713994900113,0.83884025704653,0.369373631405666,0.260542,0.351483,0.301861333333333,0.0460354529067906,0.504442,0.59933,0.550377666666667,0.0475158746560909,0.0233713,0.120773,0.0638148333333333,0.0507574883768231,0.492857,0.515022,0.505252,0.0113132566045326,0.144885459102104,0.273619961189168,0.218723021436024,0.0664244186629557,0.340123,0.472266,0.400174666666667,0.0668891492869608,0.378088,0.488205,0.442422,0.057354538817778,0.629157,0.657286,0.642958666666667,0.0140718657019364,0.0826628961130334,0.338788476496542,0.169338013525857,0.146761359375909,0.211211,0.368393,0.31381425,0.072425671375901,0.252437,0.432279,0.32851125,0.0771683275892167,0.107151,0.167601,0.12994875,0.0264051935090429,0.432816,0.554456,0.50620675,0.0563326728957834,0.042530040027611,0.135345101130574,0.0859577339229818,0.0404014883497733,0.187986,0.479735,0.33132875,0.119420962189433,0.267909,0.394102,0.3345235,0.0591651686185941,0.62901,0.661196,0.63901625,0.0149537984109947,0.0807590570674655,0.173278855433236,0.122996489855607,0.0413932782054039,3,4,0.101137,0.579698,0.657437,0.541141,0.319671,0.73753,0.343457265638736,0.656542734361264,90.1,35.1,31.8
"Tol.slide1_image5_right.2020_11_05",0.324238643850612,0.0991580364275979,0.197559346210343,0.15076431873582,0.0411108444678367,0.52261723575281,1,0.771044260270379,0.154354491901213,-0.0922867535501262,0.865826071951584,0.369961372039677,0.0396439082971235,0.054602426798255,0.0489791927416517,0.00814087264972518,0.0328876150292143,0.0442981835494217,0.0382938330599383,0.00486755741616805,0.32665874019094,0.110033521608208,0.206333333110604,0.158569831442216,0.0402248030749782,0.509371775060921,1,0.746609098258879,0.157585308969748,-0.174670434421833,0.851051483974243,0.370471413132948,0.148688,0.273739,0.208489,0.0627033240825397,0.656652,0.72143,0.678512666666667,0.0371696748618189,0.135377,0.207288,0.175582,0.0367011271080331,0.306785,0.495257,0.423891666666667,0.102223411591148,0.156388871077488,0.293712249997349,0.21414661705953,0.0712117655278882,0.296564,0.436594,0.381232,0.0744730249956318,0.287283,0.543256,0.420613,0.128320704327088,0.632565,0.640746,0.637004,0.00413479709296598,0.132006473009189,0.290274066356578,0.187408405192422,0.0891726524926484,0.312924,0.491062,0.38815525,0.075391138353589,0.232629,0.586227,0.39017625,0.166292845481247,0.20125,0.370875,0.2846195,0.0692725993184414,0.405748,0.500724,0.46454725,0.0418216977765928,0.0493105136465907,0.133180755541127,0.0893900372053524,0.0400521263448727,0.328947,0.502652,0.41821475,0.0809728148840708,0.355777,0.568414,0.4494995,0.10285562057726,0.581179,0.635044,0.612806,0.022683464711841,0.0624918566696358,0.169567750813364,0.109443696105684,0.0446367780959411,3,4,0.094069,0.692386,0.507068,0.48291,0.349711,0.640485,0.357363748663455,0.642636251336545,69.8,48.3,17.3
